team_0,location_x_0,location_y_0,end_location_x_0,end_location_y_0,type_0,outcome_0,player_0,team_1,location_x_1,location_y_1,end_location_x_1,end_location_y_1,type_1,outcome_1,player_1,team_2,location_x_2,location_y_2,end_location_x_2,end_location_y_2,type_2,outcome_2,player_2,team_3,location_x_3,location_y_3,end_location_x_3,end_location_y_3,type_3,outcome_3,player_3,team_4,location_x_4,location_y_4,end_location_x_4,end_location_y_4,type_4,outcome_4,player_4,team_5,location_x_5,location_y_5,end_location_x_5,end_location_y_5,type_5,outcome_5,player_5,team_6,location_x_6,location_y_6,end_location_x_6,end_location_y_6,type_6,outcome_6,player_6,team_7,location_x_7,location_y_7,end_location_x_7,end_location_y_7,type_7,outcome_7,player_7,team_8,location_x_8,location_y_8,end_location_x_8,end_location_y_8,type_8,outcome_8,player_8,team_9,location_x_9,location_y_9,end_location_x_9,end_location_y_9,type_9,outcome_9,player_9,team_10,location_x_10,location_y_10,end_location_x_10,end_location_y_10,type_10,outcome_10,player_10,match_id,shot_id,shot_statsbomb_xg
Bristol City WFC,76.3,13.6,76.3,13.6,Ball Receipt*,1.0,Charlie Wellings,Bristol City WFC,76.3,13.6,85.3,19.2,Carry,1.0,Charlie Wellings,Bristol City WFC,85.3,19.2,109.3,38.9,Pass,1.0,Charlie Wellings,Tottenham Hotspur Women,107.7,42.4,107.7,42.4,Pressure,1.0,Siri Worm,Bristol City WFC,109.3,38.9,109.3,38.9,Ball Receipt*,1.0,Abigail Harrison,Bristol City WFC,109.3,38.9,109.3,38.5,Carry,1.0,Abigail Harrison,Bristol City WFC,109.3,38.5,108.4,47.4,Pass,1.0,Abigail Harrison,Bristol City WFC,108.4,47.4,108.4,47.4,Ball Receipt*,1.0,Georgia Wilson,Bristol City WFC,108.4,47.4,110.1,41.6,Carry,1.0,Georgia Wilson,Tottenham Hotspur Women,110.7,46.1,110.7,46.1,Pressure,1.0,Josie Green,Bristol City WFC,110.1,41.6,112.0,41.4,Shot,0.0,Georgia Wilson,2275033,0006c5eb-7d26-460d-b073-341302cac818,0.09400439
Tottenham Hotspur Women,63.2,63.1,63.2,63.1,Duel,0.0,Siri Worm,Reading WFC,63.3,63.2,78.3,74.5,Pass,1.0,Angharad James,Reading WFC,78.3,74.5,78.3,74.5,Ball Receipt*,1.0,Brooke Chaplen,Reading WFC,78.3,74.5,89.4,62.9,Carry,1.0,Brooke Chaplen,Tottenham Hotspur Women,63.2,62.5,63.2,62.5,Block,0.0,Siri Worm,Reading WFC,89.4,62.9,106.4,73.8,Pass,1.0,Brooke Chaplen,Reading WFC,106.4,73.8,106.4,73.8,Ball Receipt*,1.0,Kristine Leine,Reading WFC,106.4,73.8,113.3,74.3,Carry,1.0,Kristine Leine,Reading WFC,113.3,74.3,110.8,36.3,Pass,1.0,Kristine Leine,Reading WFC,110.8,36.3,110.8,36.3,Ball Receipt*,1.0,Amalie Vevle Eikeland,Reading WFC,111.5,32.7,120.0,39.5,Shot,0.0,Amalie Vevle Eikeland,2275075,00106b0e-a53d-4692-8232-b7b43e688280,0.085055396
Reading WFC,96.5,75.1,96.5,75.1,Ball Receipt*,1.0,Amalie Vevle Eikeland,Reading WFC,96.5,75.1,107.8,72.8,Carry,1.0,Amalie Vevle Eikeland,Brighton & Hove Albion WFC,107.7,72.7,107.7,72.7,Dribbled Past,0.0,Felicity Gibbons,Reading WFC,107.8,72.8,107.8,72.8,Dribble,1.0,Amalie Vevle Eikeland,Reading WFC,107.8,72.8,116.9,66.6,Carry,1.0,Amalie Vevle Eikeland,Brighton & Hove Albion WFC,108.9,69.2,108.9,69.2,Pressure,1.0,Felicity Gibbons,Reading WFC,116.9,66.6,115.6,42.9,Pass,0.0,Amalie Vevle Eikeland,Brighton & Hove Albion WFC,115.5,42.8,115.5,42.8,Clearance,1.0,Victoria Williams,Brighton & Hove Albion WFC,110.0,44.6,110.0,44.6,Block,0.0,Aileen Whelan,Reading WFC,105.0,45.6,105.0,45.6,Ball Recovery,1.0,Fara Williams,Reading WFC,104.5,49.2,117.4,40.1,Shot,0.0,Fara Williams,2275102,004f4b0b-2cdc-4fd1-84e2-6cb2cacf1a81,0.052784614
Reading WFC,115.2,23.799999999999997,104.7,23.4,Pass,1.0,Angharad James,Reading WFC,104.7,23.4,104.7,23.4,Ball Receipt*,1.0,Remi Allen,Reading WFC,104.7,23.4,104.7,23.4,Carry,1.0,Remi Allen,Reading WFC,104.7,23.4,101.3,20.0,Pass,0.0,Remi Allen,Reading WFC,97.9,16.6,97.9,16.6,Ball Receipt*,0.0,Amalie Vevle Eikeland,Brighton & Hove Albion WFC,101.4,20.1,101.4,20.1,Block,1.0,Aileen Whelan,Reading WFC,104.7,27.799999999999997,104.7,27.799999999999997,Clearance,1.0,Jade Moore,Reading WFC,75.5,31.6,75.5,31.6,Pressure,1.0,Fara Williams,Brighton & Hove Albion WFC,82.6,27.9,82.6,27.9,Ball Recovery,1.0,Léa Le Garrec,Brighton & Hove Albion WFC,82.6,27.9,86.9,35.1,Carry,1.0,Léa Le Garrec,Brighton & Hove Albion WFC,86.9,35.1,120.0,47.2,Shot,0.0,Léa Le Garrec,2275102,00549d0c-ee16-4931-a735-76599dbb4844,0.015532941
Everton LFC,112.3,13.400000000000006,112.3,13.400000000000006,Duel,0.0,Megan Finnigan,Reading WFC,120.0,0.1,116.5,36.2,Pass,0.0,Fara Williams,Everton LFC,116.4,36.1,116.4,36.1,Clearance,1.0,Esme Beth Morgan,Everton LFC,106.4,44.8,106.4,44.8,Ball Recovery,1.0,Simone Magill,Everton LFC,106.4,44.8,105.0,45.1,Carry,1.0,Simone Magill,Everton LFC,105.0,45.1,105.0,45.1,Miscontrol,0.0,Simone Magill,Reading WFC,104.4,42.5,104.4,42.5,Pressure,1.0,Rakel Hönnudóttir,Everton LFC,104.6,44.4,104.6,44.4,Ball Recovery,0.0,Megan Finnigan,Reading WFC,92.6,47.3,81.3,42.5,Pass,1.0,Rakel Hönnudóttir,Reading WFC,81.3,42.5,81.3,42.5,Ball Receipt*,1.0,Natasha Harding,Reading WFC,81.9,44.1,120.0,50.3,Shot,0.0,Natasha Harding,2275127,005a71c7-408e-46ef-a671-631f129a7cab,0.0074361395
Tottenham Hotspur Women,81.3,67.3,73.9,66.4,Carry,1.0,Angela Addison,Tottenham Hotspur Women,73.9,66.4,73.9,66.4,Miscontrol,0.0,Angela Addison,Everton LFC,66.4,62.4,66.4,62.4,Ball Recovery,1.0,Esme Beth Morgan,Everton LFC,66.4,62.4,66.4,62.4,Carry,1.0,Esme Beth Morgan,Tottenham Hotspur Women,66.3,62.3,66.3,62.3,Dribbled Past,0.0,Angela Addison,Everton LFC,66.4,62.4,66.4,62.4,Dribble,1.0,Esme Beth Morgan,Everton LFC,66.4,62.4,77.6,57.2,Carry,1.0,Esme Beth Morgan,Everton LFC,77.6,57.2,90.8,38.8,Pass,1.0,Esme Beth Morgan,Everton LFC,90.8,38.8,90.8,38.8,Ball Receipt*,1.0,Chloe Kelly,Everton LFC,90.8,38.8,91.4,40.0,Carry,1.0,Chloe Kelly,Everton LFC,91.4,40.0,120.0,33.0,Shot,0.0,Chloe Kelly,2275073,005c75d2-08cc-40fd-a832-806cc070f028,0.032612093
Chelsea FCW,52.7,29.2,52.0,28.0,Carry,1.0,Sophie Louise Ingle,Chelsea FCW,52.0,28.0,37.8,45.6,Pass,1.0,Sophie Louise Ingle,Chelsea FCW,37.8,45.6,37.8,45.6,Ball Receipt*,1.0,Millie Bright,Chelsea FCW,37.8,45.6,39.8,48.2,Carry,1.0,Millie Bright,Chelsea FCW,39.8,48.2,90.8,3.0,Pass,1.0,Millie Bright,Chelsea FCW,90.8,3.0,90.8,3.0,Ball Receipt*,1.0,Erin Cuthbert,Chelsea FCW,90.8,3.0,111.4,15.4,Carry,1.0,Erin Cuthbert,Bristol City WFC,109.8,19.5,109.8,19.5,Pressure,1.0,Frankie Brown,Chelsea FCW,111.4,15.4,110.3,34.5,Pass,1.0,Erin Cuthbert,Chelsea FCW,110.3,34.5,110.3,34.5,Ball Receipt*,1.0,Francesca Kirby,Chelsea FCW,111.6,31.1,118.8,37.0,Shot,0.0,Francesca Kirby,2275108,00669e48-bf79-42f9-88cd-dce5dd0208c7,0.12378701
Manchester City WFC,73.8,17.5,73.8,17.5,Ball Receipt*,1.0,Georgia Stanway,Manchester City WFC,73.8,17.5,73.0,25.8,Carry,1.0,Georgia Stanway,Manchester City WFC,73.0,25.8,95.6,71.7,Pass,1.0,Georgia Stanway,Manchester City WFC,95.6,71.7,95.6,71.7,Ball Receipt*,1.0,Janine Elizabeth Beckie,Manchester City WFC,95.6,71.7,100.5,68.6,Carry,1.0,Janine Elizabeth Beckie,Manchester City WFC,100.5,68.6,113.1,39.0,Pass,0.0,Janine Elizabeth Beckie,Manchester City WFC,111.1,37.3,111.1,37.3,Ball Receipt*,0.0,Tessa Wullaert,Liverpool WFC,113.0,38.9,113.0,38.9,Clearance,1.0,Sophie Elizabeth Bradley-Auckland,Manchester City WFC,116.6,50.2,116.6,50.2,Ball Recovery,1.0,Jill Scott,Liverpool WFC,115.1,52.1,115.1,52.1,Duel,0.0,Jade Bailey,Manchester City WFC,115.2,52.2,117.8,43.6,Shot,0.0,Jill Scott,2275116,0112502a-470d-41ce-8cc9-3b9697770f56,0.025584767
Birmingham City WFC,115.6,1.4,115.6,1.4,Dispossessed,0.0,Adrienne Jordan,Brighton & Hove Albion WFC,115.5,1.2999999999999972,115.5,1.2999999999999972,Duel,0.0,Matilde Lundorf Skovsen,Birmingham City WFC,117.3,2.8,117.3,2.8,Ball Recovery,1.0,Adrienne Jordan,Birmingham City WFC,117.3,2.8,118.2,8.7,Carry,1.0,Adrienne Jordan,Brighton & Hove Albion WFC,118.1,4.799999999999997,118.1,4.799999999999997,Pressure,1.0,Matilde Lundorf Skovsen,Birmingham City WFC,118.2,8.7,118.4,27.2,Pass,0.0,Adrienne Jordan,Birmingham City WFC,117.0,27.6,117.0,27.6,Ball Receipt*,0.0,Lucy Whipp,Brighton & Hove Albion WFC,118.3,27.1,118.3,27.1,Clearance,1.0,Maya Le Tissier,Birmingham City WFC,106.2,8.7,106.2,8.7,Ball Recovery,1.0,Brianna Visalli,Birmingham City WFC,106.2,8.7,104.8,13.6,Carry,1.0,Brianna Visalli,Birmingham City WFC,104.8,13.6,120.0,35.4,Shot,0.0,Brianna Visalli,2275065,011df429-3f23-44be-9777-081d6d0ee55d,0.0064266743
Reading WFC,105.0,45.6,105.0,45.6,Ball Recovery,1.0,Fara Williams,Reading WFC,104.5,49.2,117.4,40.1,Shot,0.0,Fara Williams,Brighton & Hove Albion WFC,118.6,40.8,118.6,40.8,Goal Keeper,0.0,Megan Walsh,Reading WFC,120.0,0.1,116.5,32.5,Pass,1.0,Brooke Chaplen,Reading WFC,116.5,32.5,116.5,32.5,Ball Receipt*,1.0,Sophie Howard,Brighton & Hove Albion WFC,116.4,32.4,116.4,32.4,Duel,0.0,Kate Natkiel,Reading WFC,116.5,32.5,116.5,32.5,Miscontrol,0.0,Sophie Howard,Brighton & Hove Albion WFC,109.7,33.5,109.7,33.5,Pressure,1.0,Danielle Buet,Reading WFC,104.7,34.5,111.0,39.6,Pass,1.0,Remi Allen,Reading WFC,111.0,39.6,111.0,39.6,Ball Receipt*,1.0,Millie Laura Farrow,Reading WFC,112.4,40.4,120.0,46.8,Shot,0.0,Millie Laura Farrow,2275102,011f4840-f338-4a15-80ef-d12f9c4ce128,0.16726427
Chelsea FCW,118.0,41.5,118.0,41.5,Ball Receipt*,0.0,Bethany England,Chelsea FCW,116.7,42.6,116.7,42.6,Duel,1.0,Bethany England,Reading WFC,116.6,42.5,116.6,42.5,Clearance,1.0,Josanne Potter,Chelsea FCW,117.1,41.5,117.1,41.5,Ball Recovery,1.0,Sophie Louise Ingle,Chelsea FCW,117.9,43.2,118.8,40.5,Shot,0.0,Sophie Louise Ingle,Reading WFC,118.7,40.4,118.7,40.4,Block,0.0,Sophie Howard,Reading WFC,119.4,41.4,119.4,41.4,Goal Keeper,1.0,Rachael Laws,Reading WFC,117.9,38.4,117.9,38.4,Clearance,1.0,Sophie Howard,Chelsea FCW,115.5,37.9,115.5,37.9,Ball Recovery,1.0,Magdalena Lilly Eriksson,Reading WFC,115.9,40.6,115.9,40.6,Duel,0.0,Angharad James,Chelsea FCW,116.0,40.7,119.3,43.2,Shot,0.0,Magdalena Lilly Eriksson,2275072,012b83bd-f53e-4ac4-8d3b-bdf479396921,0.1626643
Birmingham City WFC,72.3,74.6,82.6,76.2,Pass,1.0,Lily Simkin,Birmingham City WFC,82.6,76.2,82.6,76.2,Ball Receipt*,1.0,Connie Scofield,Birmingham City WFC,82.6,76.2,89.8,77.6,Carry,1.0,Connie Scofield,Birmingham City WFC,89.8,77.6,117.7,59.9,Pass,1.0,Connie Scofield,Birmingham City WFC,117.7,59.9,117.7,59.9,Ball Receipt*,1.0,Lily Simkin,Birmingham City WFC,117.7,60.5,116.7,56.7,Pass,0.0,Lily Simkin,Bristol City WFC,116.6,56.6,116.6,56.6,Block,0.0,Yana Daniëls,Birmingham City WFC,120.0,80.0,108.5,42.6,Pass,1.0,Lucy Staniforth,Birmingham City WFC,108.5,42.6,108.5,42.6,Ball Receipt*,1.0,Rachel Williams,Bristol City WFC,106.2,38.3,106.2,38.3,Duel,0.0,Gemma Evans,Birmingham City WFC,106.3,38.4,120.0,48.4,Shot,0.0,Rachel Williams,2275088,013a8f20-68b7-44cc-963d-807563e0fa19,0.025540233
Tottenham Hotspur Women,69.1,14.9,97.8,24.8,Carry,1.0,Josie Green,Tottenham Hotspur Women,97.8,24.8,92.4,40.1,Pass,1.0,Josie Green,West Ham United LFC,97.2,36.7,97.2,36.7,Pressure,1.0,Gilly Louise Scarlett Flaherty,Tottenham Hotspur Women,92.4,40.1,92.4,40.1,Ball Receipt*,1.0,Gemma Suzanne Davison,Tottenham Hotspur Women,92.4,40.1,93.2,41.0,Carry,1.0,Gemma Suzanne Davison,West Ham United LFC,93.1,40.9,93.1,40.9,Dribbled Past,0.0,Gilly Louise Scarlett Flaherty,Tottenham Hotspur Women,93.2,41.0,93.2,41.0,Dribble,1.0,Gemma Suzanne Davison,Tottenham Hotspur Women,93.2,41.0,97.6,44.9,Carry,1.0,Gemma Suzanne Davison,Tottenham Hotspur Women,97.6,44.9,104.1,57.3,Pass,1.0,Gemma Suzanne Davison,Tottenham Hotspur Women,104.1,57.3,104.1,57.3,Ball Receipt*,1.0,Kit Graham,Tottenham Hotspur Women,103.1,56.9,117.7,41.9,Shot,0.0,Kit Graham,2275077,01539e8b-68d5-436b-94b6-97726503bd1b,0.039934427
Everton LFC,116.6,3.2,116.6,3.2,Ball Receipt*,1.0,Chloe Kelly,Everton LFC,116.6,3.2,117.9,9.6,Carry,1.0,Chloe Kelly,Reading WFC,115.4,6.200000000000003,115.4,6.200000000000003,Pressure,1.0,Natasha Harding,Reading WFC,117.8,9.5,117.8,9.5,Dribbled Past,0.0,Natasha Harding,Everton LFC,117.9,9.6,117.9,9.6,Dribble,1.0,Chloe Kelly,Everton LFC,117.9,9.6,115.7,20.7,Carry,1.0,Chloe Kelly,Everton LFC,115.7,20.7,105.3,28.8,Pass,1.0,Chloe Kelly,Everton LFC,105.3,28.8,105.3,28.8,Ball Receipt*,1.0,Maéva Clemaron,Everton LFC,105.3,28.8,105.6,29.1,Carry,1.0,Maéva Clemaron,Reading WFC,111.4,26.799999999999997,111.4,26.799999999999997,Pressure,1.0,Jade Moore,Everton LFC,105.6,29.1,120.0,37.2,Shot,0.0,Maéva Clemaron,2275127,015631c6-6f32-4467-929b-cdef20cc8562,0.06593627
Liverpool WFC,83.1,5.4,83.1,5.4,Ball Receipt*,1.0,Niamh Charles,Liverpool WFC,83.1,5.4,82.7,5.6,Carry,1.0,Niamh Charles,Tottenham Hotspur Women,81.7,4.599999999999994,81.7,4.599999999999994,Dribbled Past,0.0,Ashleigh Neville,Liverpool WFC,82.7,5.6,82.7,5.6,Dribble,1.0,Niamh Charles,Liverpool WFC,82.7,5.6,99.7,3.1,Carry,1.0,Niamh Charles,Tottenham Hotspur Women,89.2,2.5,89.2,2.5,Pressure,1.0,Ria Percival,Liverpool WFC,99.7,3.1,99.7,3.1,Dribble,0.0,Niamh Charles,Tottenham Hotspur Women,98.7,2.0999999999999943,98.7,2.0999999999999943,Duel,0.0,Ria Percival,Liverpool WFC,120.0,1.0,111.0,38.9,Pass,1.0,Melissa Lawley,Liverpool WFC,111.0,38.9,111.0,38.9,Ball Receipt*,1.0,Courtney Sweetman-Kirk,Liverpool WFC,112.2,39.7,114.9,39.6,Shot,0.0,Courtney Sweetman-Kirk,2275034,015b4953-7a49-48ff-bf21-c8bd8f0a1229,0.087994225
Everton LFC,29.2,11.7,29.2,11.7,Carry,1.0,Gabrielle George,Everton LFC,29.2,11.7,106.3,14.8,Pass,0.0,Gabrielle George,Manchester United,106.2,14.700000000000003,116.8,27.1,Pass,1.0,Abbie McManus,Everton LFC,103.9,20.1,103.9,20.1,Pressure,1.0,Simone Magill,Manchester United,116.8,27.1,116.8,27.1,Ball Receipt*,1.0,Mary Alexandra Earps,Manchester United,116.8,26.5,105.6,17.299999999999997,Pass,0.0,Mary Alexandra Earps,Manchester United,112.7,10.0,112.7,10.0,Ball Receipt*,0.0,Amy Turner,Everton LFC,105.7,17.4,105.7,17.4,Ball Recovery,1.0,Inessa Kaagman,Everton LFC,105.7,17.4,104.0,23.3,Carry,1.0,Inessa Kaagman,Manchester United,117.0,25.700000000000003,117.0,25.700000000000003,Error,0.0,Mary Alexandra Earps,Everton LFC,104.0,23.3,117.1,37.1,Shot,0.0,Inessa Kaagman,2275146,01618e41-c99d-441c-bd13-b35c8c9b20bd,0.045412652
Manchester United,113.8,49.4,113.8,49.4,Ball Receipt*,0.0,Jessica Sigsworth,Tottenham Hotspur Women,113.7,49.3,113.7,49.3,Clearance,1.0,Anna Filbey,Manchester United,107.7,27.6,92.2,48.8,Pass,1.0,Leah Galton,Manchester United,92.2,48.8,92.2,48.8,Ball Receipt*,1.0,Katie Zelem,Manchester United,92.2,48.8,92.2,48.8,Carry,1.0,Katie Zelem,Manchester United,92.2,48.8,112.3,69.7,Pass,1.0,Katie Zelem,Manchester United,112.3,69.7,112.3,69.7,Ball Receipt*,1.0,Kirsty Hanson,Manchester United,112.3,69.7,112.3,69.7,Carry,1.0,Kirsty Hanson,Manchester United,112.3,69.7,112.4,46.9,Pass,1.0,Kirsty Hanson,Manchester United,112.4,46.9,112.4,46.9,Ball Receipt*,1.0,Jessica Sigsworth,Manchester United,113.4,43.4,117.6,42.7,Shot,0.0,Jessica Sigsworth,2275137,01692ef9-8f68-463f-89b1-f1dc0ff8ea13,0.22304073
Arsenal WFC,88.2,75.8,88.2,75.8,Ball Receipt*,1.0,Danielle van de Donk,Arsenal WFC,88.2,75.8,91.2,75.5,Carry,1.0,Danielle van de Donk,Arsenal WFC,91.2,75.5,111.2,68.1,Pass,1.0,Danielle van de Donk,Arsenal WFC,111.2,68.1,111.2,68.1,Ball Receipt*,1.0,Lisa Evans,Arsenal WFC,112.2,66.3,113.2,63.9,Pass,0.0,Lisa Evans,Arsenal WFC,110.4,46.3,110.4,46.3,Ball Receipt*,0.0,Vivianne Miedema,Liverpool WFC,113.1,63.8,113.1,63.8,Block,0.0,Niamh Fahey,Arsenal WFC,120.0,80.0,113.8,34.2,Pass,1.0,Bethany Mead,Arsenal WFC,113.8,34.2,113.8,34.2,Ball Receipt*,1.0,Jennifer Patricia Beattie,Liverpool WFC,113.7,34.7,113.7,34.7,Duel,0.0,Rhiannon Roberts,Arsenal WFC,113.8,34.8,117.6,37.7,Shot,0.0,Jennifer Patricia Beattie,2275079,018f01cf-4242-46c2-a668-cf1d9d7d4926,0.08075943
Brighton & Hove Albion WFC,106.9,34.9,106.9,34.9,Block,0.0,Danielle Buet,Brighton & Hove Albion WFC,111.7,35.9,111.7,35.9,Clearance,1.0,Kayleigh Green,Liverpool WFC,49.5,58.3,49.5,58.3,Ball Recovery,1.0,Leigh-Anne Robe,Liverpool WFC,49.5,58.3,55.4,54.2,Carry,1.0,Leigh-Anne Robe,Liverpool WFC,55.4,54.2,101.6,25.2,Pass,1.0,Leigh-Anne Robe,Brighton & Hove Albion WFC,100.3,25.700000000000003,100.3,25.700000000000003,Foul Committed,0.0,Kayleigh Green,Liverpool WFC,100.4,25.8,100.4,25.8,Foul Won,1.0,Rachel Furness,Liverpool WFC,101.8,23.1,99.7,26.5,Pass,1.0,Melissa Lawley,Brighton & Hove Albion WFC,105.0,29.1,105.0,29.1,Pressure,1.0,Danielle Buet,Liverpool WFC,99.7,26.5,99.7,26.5,Ball Receipt*,1.0,Jade Bailey,Liverpool WFC,99.9,26.8,102.2,28.4,Shot,0.0,Jade Bailey,2275054,0190b365-2479-447a-baad-78328f615e2d,0.031002808
Birmingham City WFC,102.5,71.6,111.5,75.0,Carry,1.0,Harriet Scott,Birmingham City WFC,111.5,75.0,111.6,69.8,Pass,0.0,Harriet Scott,Birmingham City WFC,105.7,32.0,105.7,32.0,Ball Receipt*,0.0,Brianna Visalli,Bristol City WFC,111.5,69.7,111.5,69.7,Block,0.0,Poppy Pattinson,Birmingham City WFC,101.2,74.0,74.3,75.2,Pass,1.0,Harriet Scott,Birmingham City WFC,74.3,75.2,74.3,75.2,Ball Receipt*,1.0,Georgia Brougham,Birmingham City WFC,74.3,75.2,74.3,75.2,Carry,1.0,Georgia Brougham,Birmingham City WFC,74.3,75.2,65.9,47.2,Pass,1.0,Georgia Brougham,Birmingham City WFC,65.9,47.2,65.9,47.2,Ball Receipt*,1.0,Kerys Harrop,Birmingham City WFC,65.9,47.2,85.0,35.3,Carry,1.0,Kerys Harrop,Birmingham City WFC,85.0,35.3,120.0,46.2,Shot,0.0,Kerys Harrop,2275083,01ccd032-a542-4bb0-9cc2-3b5d039b1e4b,0.013676929
Arsenal WFC,115.1,5.400000000000006,112.7,2.9000000000000057,Carry,1.0,Leah Williamson,Chelsea FCW,112.8,3.0,112.8,3.0,Foul Committed,0.0,Bethany England,Arsenal WFC,112.7,2.9000000000000057,112.7,2.9000000000000057,Foul Won,1.0,Leah Williamson,Arsenal WFC,112.3,4.200000000000003,87.6,54.5,Pass,0.0,Leah Williamson,Chelsea FCW,87.7,54.6,87.7,54.6,Ball Recovery,1.0,Erin Cuthbert,Chelsea FCW,88.9,52.4,94.6,32.0,Pass,1.0,Erin Cuthbert,Chelsea FCW,94.6,32.0,94.6,32.0,Ball Receipt*,1.0,So-Yun Ji,Chelsea FCW,94.6,32.0,110.8,27.8,Pass,1.0,So-Yun Ji,Chelsea FCW,110.8,27.8,110.8,27.8,Ball Receipt*,1.0,Samantha May Kerr,Chelsea FCW,110.8,27.8,113.0,29.6,Carry,1.0,Samantha May Kerr,Chelsea FCW,113.0,29.6,120.0,33.0,Shot,0.0,Samantha May Kerr,2275090,01d139d9-c688-4718-9f18-173ca2a3f4f5,0.22517137
Manchester United,116.4,55.8,116.4,55.8,Ball Recovery,1.0,Kirsty Hanson,Manchester United,116.4,55.8,105.3,51.9,Carry,1.0,Kirsty Hanson,Liverpool WFC,108.7,55.3,108.7,55.3,Pressure,1.0,Leigh-Anne Robe,Manchester United,105.3,51.9,106.1,41.0,Pass,1.0,Kirsty Hanson,Manchester United,106.1,41.0,106.1,41.0,Ball Receipt*,1.0,Lauren James,Manchester United,106.1,41.0,106.1,41.0,Carry,1.0,Lauren James,Manchester United,106.1,41.0,99.4,45.0,Pass,1.0,Lauren James,Manchester United,99.4,45.0,99.4,45.0,Ball Receipt*,1.0,Ella Toone,Manchester United,99.4,45.0,104.3,50.4,Carry,1.0,Ella Toone,Liverpool WFC,104.3,46.0,104.3,46.0,Pressure,1.0,Rhiannon Roberts,Manchester United,104.3,50.4,120.0,46.9,Shot,0.0,Ella Toone,2275138,01d3b77a-0b8f-46e5-86a6-9608de1d0311,0.055283017
Manchester City WFC,75.4,67.5,77.6,67.3,Carry,1.0,Megan Campbell,Manchester City WFC,77.6,67.3,65.4,36.4,Pass,1.0,Megan Campbell,Manchester City WFC,65.4,36.4,65.4,36.4,Ball Receipt*,1.0,Gemma Bonner,Manchester City WFC,65.4,36.4,65.4,33.4,Carry,1.0,Gemma Bonner,Manchester City WFC,65.4,33.4,98.1,9.1,Pass,1.0,Gemma Bonner,Arsenal WFC,95.4,18.4,95.4,18.4,Pressure,1.0,Danielle van de Donk,Manchester City WFC,98.1,9.1,98.1,9.1,Ball Receipt*,1.0,Demi Stokes,Manchester City WFC,98.1,9.1,102.5,3.0,Carry,1.0,Demi Stokes,Manchester City WFC,102.5,3.0,106.7,31.8,Pass,1.0,Demi Stokes,Manchester City WFC,106.7,31.8,106.7,31.8,Ball Receipt*,1.0,Lauren Hemp,Manchester City WFC,107.1,30.1,120.0,32.5,Shot,0.0,Lauren Hemp,2275044,01e7f632-a71b-4a53-81e4-b9b04e185927,0.110919714
Everton LFC,89.9,4.599999999999994,88.2,14.5,Pass,1.0,Taylor Hinds,Everton LFC,88.2,14.5,88.2,14.5,Ball Receipt*,1.0,Lucy Hope,Everton LFC,88.2,14.5,77.0,9.099999999999994,Pass,0.0,Lucy Hope,Everton LFC,76.9,8.200000000000003,76.9,8.200000000000003,Ball Receipt*,0.0,Chantelle Boye-Hlorkah,Manchester City WFC,77.1,9.2,85.4,7.2,Pass,1.0,Demi Stokes,Manchester City WFC,85.4,7.2,85.4,7.2,Ball Receipt*,1.0,Lauren Hemp,Manchester City WFC,85.4,7.2,85.4,7.2,Carry,1.0,Lauren Hemp,Manchester City WFC,85.4,7.2,90.0,19.5,Pass,1.0,Lauren Hemp,Manchester City WFC,90.0,19.5,90.0,19.5,Ball Receipt*,1.0,Georgia Stanway,Manchester City WFC,90.0,19.5,92.4,31.2,Carry,1.0,Georgia Stanway,Manchester City WFC,92.4,31.2,120.0,39.1,Shot,0.0,Georgia Stanway,2275078,01fbb08b-aa95-4c91-b15a-f061f1b4e2c6,0.024109354
Everton LFC,43.7,13.6,43.7,13.6,Ball Receipt*,1.0,Abbey-Leigh Stringer,Everton LFC,43.7,13.6,43.7,13.6,Carry,1.0,Abbey-Leigh Stringer,Everton LFC,43.7,13.6,103.0,2.1,Pass,1.0,Abbey-Leigh Stringer,Brighton & Hove Albion WFC,93.0,5.799999999999997,93.0,5.799999999999997,Pressure,1.0,Danique Kerkdijk,Everton LFC,103.0,2.1,103.0,2.1,Ball Receipt*,0.0,Lucy Hope,Brighton & Hove Albion WFC,103.8,1.5999999999999943,103.8,1.5999999999999943,Foul Committed,0.0,Danique Kerkdijk,Everton LFC,103.9,1.7,103.9,1.7,Foul Won,1.0,Lucy Hope,Everton LFC,103.1,1.7,114.9,43.8,Pass,1.0,Lucy Hope,Everton LFC,114.9,43.8,114.9,43.8,Ball Receipt*,1.0,Megan Finnigan,Brighton & Hove Albion WFC,114.6,44.0,114.6,44.0,Duel,0.0,Maya Le Tissier,Everton LFC,114.7,44.1,118.8,46.4,Shot,0.0,Megan Finnigan,2275027,025de91d-662e-4819-a9a7-87965d54e658,0.13601013
