team_0,location_x_0,location_y_0,end_location_x_0,end_location_y_0,type_0,outcome_0,player_0,team_1,location_x_1,location_y_1,end_location_x_1,end_location_y_1,type_1,outcome_1,player_1,team_2,location_x_2,location_y_2,end_location_x_2,end_location_y_2,type_2,outcome_2,player_2,team_3,location_x_3,location_y_3,end_location_x_3,end_location_y_3,type_3,outcome_3,player_3,team_4,location_x_4,location_y_4,end_location_x_4,end_location_y_4,type_4,outcome_4,player_4,team_5,location_x_5,location_y_5,end_location_x_5,end_location_y_5,type_5,outcome_5,player_5,team_6,location_x_6,location_y_6,end_location_x_6,end_location_y_6,type_6,outcome_6,player_6,team_7,location_x_7,location_y_7,end_location_x_7,end_location_y_7,type_7,outcome_7,player_7,team_8,location_x_8,location_y_8,end_location_x_8,end_location_y_8,type_8,outcome_8,player_8,team_9,location_x_9,location_y_9,end_location_x_9,end_location_y_9,type_9,outcome_9,player_9,team_10,location_x_10,location_y_10,end_location_x_10,end_location_y_10,type_10,outcome_10,player_10,match_id,shot_id,shot_statsbomb_xg
Everton LFC,37.3,37.6,37.3,37.6,Ball Recovery,1.0,Maéva Clemaron,Everton LFC,37.3,37.6,36.2,32.8,Carry,1.0,Maéva Clemaron,Everton LFC,36.2,32.8,47.0,15.3,Pass,1.0,Maéva Clemaron,Everton LFC,47.0,15.3,47.0,15.3,Ball Receipt*,1.0,Inessa Kaagman,Everton LFC,48.0,11.3,35.0,17.9,Pass,1.0,Inessa Kaagman,Everton LFC,35.0,17.9,35.0,17.9,Ball Receipt*,1.0,Danielle Turner,Everton LFC,35.0,17.9,39.7,17.2,Carry,1.0,Danielle Turner,Brighton & Hove Albion WFC,38.0,24.0,38.0,24.0,Pressure,1.0,Amanda Nildén,Everton LFC,39.7,17.2,109.0,26.0,Pass,1.0,Danielle Turner,Everton LFC,109.0,26.0,109.0,26.0,Ball Receipt*,1.0,Hannah Cain,Everton LFC,110.6,24.2,117.0,34.3,Shot,0.0,Hannah Cain,2275027,18c2fd4e-4802-444d-8a2d-316847160c90,0.05311925
Arsenal WFC,78.8,3.6,78.8,3.6,Ball Receipt*,1.0,Bethany Mead,Arsenal WFC,78.8,3.6,80.7,6.4,Carry,1.0,Bethany Mead,Arsenal WFC,80.7,6.4,107.0,20.3,Pass,1.0,Bethany Mead,Arsenal WFC,107.0,20.3,107.0,20.3,Ball Receipt*,1.0,Jordan Nobbs,Arsenal WFC,107.0,20.3,109.1,20.0,Carry,1.0,Jordan Nobbs,Arsenal WFC,109.1,20.0,113.6,36.9,Pass,0.0,Jordan Nobbs,Arsenal WFC,114.5,41.4,114.5,41.4,Ball Receipt*,0.0,Vivianne Miedema,Bristol City WFC,113.5,36.8,113.5,36.8,Clearance,1.0,Jasmine Matthews,Bristol City WFC,108.6,35.1,108.6,35.1,Clearance,1.0,Meaghan Sargeant,Arsenal WFC,100.2,37.8,100.2,37.8,Ball Recovery,1.0,Bethany Mead,Arsenal WFC,101.5,38.3,120.0,35.0,Shot,0.0,Bethany Mead,2275104,18d71027-034a-45e1-8223-5a9d7a3b0354,0.07198392
Chelsea FCW,20.2,49.6,43.0,47.7,Carry,1.0,Erin Cuthbert,Chelsea FCW,43.0,47.7,88.6,10.5,Pass,1.0,Erin Cuthbert,Chelsea FCW,88.6,10.5,88.6,10.5,Ball Receipt*,1.0,Bethany England,Chelsea FCW,88.6,10.5,114.3,27.2,Carry,1.0,Bethany England,Reading WFC,111.0,21.4,111.0,21.4,Pressure,1.0,Sophie Howard,Chelsea FCW,114.3,27.2,117.6,33.5,Shot,0.0,Bethany England,Reading WFC,117.4,33.6,117.4,33.6,Goal Keeper,0.0,Rachael Laws,Chelsea FCW,120.0,0.1,112.0,39.8,Pass,1.0,Erin Cuthbert,Chelsea FCW,112.0,39.8,112.0,39.8,Ball Receipt*,1.0,Millie Bright,Reading WFC,113.7,39.9,113.7,39.9,Duel,0.0,Jade Moore,Chelsea FCW,113.8,40.0,120.0,49.4,Shot,0.0,Millie Bright,2275072,18dd7587-d8af-41eb-af4c-9afa28ad7308,0.11442328
West Ham United LFC,64.5,41.5,64.5,41.5,Ball Receipt*,1.0,Gilly Louise Scarlett Flaherty,West Ham United LFC,64.5,41.5,64.5,41.5,Carry,1.0,Gilly Louise Scarlett Flaherty,West Ham United LFC,64.5,41.5,73.1,40.1,Pass,1.0,Gilly Louise Scarlett Flaherty,West Ham United LFC,73.1,40.1,73.1,40.1,Ball Receipt*,1.0,Tessel Middag,West Ham United LFC,73.1,40.1,83.8,41.7,Carry,1.0,Tessel Middag,West Ham United LFC,83.8,41.7,95.0,40.6,Pass,0.0,Tessel Middag,West Ham United LFC,98.2,37.4,98.2,37.4,Ball Receipt*,0.0,Esmee de Graaf,Chelsea FCW,94.9,40.5,94.9,40.5,Interception,0.0,Millie Bright,Chelsea FCW,98.1,37.3,98.1,37.3,Pressure,1.0,Millie Bright,West Ham United LFC,94.2,48.7,94.2,48.7,Ball Recovery,1.0,Jacinta Galabadaarachchi,West Ham United LFC,97.9,48.6,98.9,48.3,Shot,0.0,Jacinta Galabadaarachchi,2275057,18e420a8-189e-4327-bb38-1aeed81fcef7,0.02230556
Manchester City WFC,113.3,37.3,113.3,37.3,Clearance,1.0,Stephanie Houghton,Manchester City WFC,105.8,9.5,105.8,9.5,Pressure,1.0,Jill Scott,Chelsea FCW,100.4,3.6,100.4,3.6,Ball Recovery,1.0,Sophie Louise Ingle,Chelsea FCW,100.4,3.6,100.0,1.6,Carry,1.0,Sophie Louise Ingle,Chelsea FCW,100.0,1.6,83.7,6.6,Pass,1.0,Sophie Louise Ingle,Chelsea FCW,83.7,6.6,83.7,6.6,Ball Receipt*,1.0,Jonna Ann-Charlotte Andersson,Chelsea FCW,83.7,6.6,100.0,23.0,Pass,1.0,Jonna Ann-Charlotte Andersson,Chelsea FCW,100.0,23.0,100.0,23.0,Ball Receipt*,1.0,Bethany England,Chelsea FCW,100.0,23.0,111.9,40.1,Pass,1.0,Bethany England,Chelsea FCW,111.9,40.1,111.9,40.1,Ball Receipt*,1.0,Magdalena Lilly Eriksson,Chelsea FCW,111.6,40.1,120.0,43.5,Shot,1.0,Magdalena Lilly Eriksson,2275105,18f98073-7e8b-4158-818a-f246119d1903,0.41085833
Everton LFC,80.2,10.0,80.2,10.0,Pressure,1.0,Chloe Kelly,Manchester City WFC,91.0,13.299999999999997,91.0,13.299999999999997,Dispossessed,0.0,Aoife Mannion,Everton LFC,91.1,13.4,91.1,13.4,Duel,1.0,Chloe Kelly,Everton LFC,91.1,13.4,90.7,14.7,Carry,1.0,Chloe Kelly,Everton LFC,90.7,14.7,99.9,26.9,Pass,1.0,Chloe Kelly,Everton LFC,99.9,26.9,99.9,26.9,Ball Receipt*,1.0,Lucy Hope,Everton LFC,99.9,26.9,99.2,27.3,Carry,1.0,Lucy Hope,Everton LFC,99.2,27.3,105.4,38.5,Pass,1.0,Lucy Hope,Manchester City WFC,109.6,36.6,109.6,36.6,Pressure,1.0,Stephanie Houghton,Everton LFC,105.4,38.5,105.4,38.5,Ball Receipt*,1.0,Hannah Cain,Everton LFC,104.3,37.5,116.1,39.5,Shot,0.0,Hannah Cain,2275131,19183292-4555-498b-94f4-5733317b6f33,0.14758946
Liverpool WFC,63.2,22.6,91.2,53.6,Pass,0.0,Leigh-Anne Robe,Liverpool WFC,85.4,49.3,85.4,49.3,Ball Receipt*,0.0,Niamh Fahey,Brighton & Hove Albion WFC,91.1,53.5,76.3,55.9,Pass,0.0,Felicity Gibbons,Liverpool WFC,76.4,56.0,111.1,51.5,Pass,1.0,Rachel Furness,Brighton & Hove Albion WFC,111.0,51.4,111.0,51.4,Pressure,1.0,Maya Le Tissier,Brighton & Hove Albion WFC,110.3,47.5,110.3,47.5,Pressure,1.0,Megan Walsh,Liverpool WFC,111.1,51.5,111.1,51.5,Ball Receipt*,1.0,Rinsola Babajide,Liverpool WFC,111.1,51.5,111.1,47.0,Carry,1.0,Rinsola Babajide,Brighton & Hove Albion WFC,111.0,46.9,111.0,46.9,Dribbled Past,0.0,Megan Walsh,Liverpool WFC,111.1,47.0,111.1,47.0,Dribble,1.0,Rinsola Babajide,Liverpool WFC,113.3,45.4,120.0,45.1,Shot,0.0,Rinsola Babajide,2275054,191a728c-0674-4a85-b884-9ca584f547e8,0.59816813
Chelsea FCW,24.2,50.2,24.2,50.2,Pressure,1.0,Maren Nævdal Mjelde,Arsenal WFC,30.299999999999997,55.2,30.299999999999997,55.2,Dispossessed,0.0,Kim Little,Chelsea FCW,30.4,55.3,30.4,55.3,Duel,1.0,Maren Nævdal Mjelde,Chelsea FCW,30.2,56.8,30.2,56.8,Ball Recovery,1.0,Millie Bright,Chelsea FCW,30.2,56.8,30.4,63.5,Carry,1.0,Millie Bright,Arsenal WFC,31.799999999999997,59.7,31.799999999999997,59.7,Pressure,1.0,Kim Little,Chelsea FCW,30.4,63.5,101.9,54.1,Pass,1.0,Millie Bright,Chelsea FCW,101.9,54.1,101.9,54.1,Ball Receipt*,1.0,Samantha May Kerr,Chelsea FCW,101.9,54.1,110.0,51.9,Carry,1.0,Samantha May Kerr,Arsenal WFC,105.0,50.1,105.0,50.1,Pressure,1.0,Leah Williamson,Chelsea FCW,110.0,51.9,111.3,50.5,Shot,0.0,Samantha May Kerr,2275090,1929403d-ce16-49d3-a2a0-82dd21290221,0.06250972
Reading WFC,34.7,70.4,85.5,58.4,Pass,0.0,Kristine Leine,Brighton & Hove Albion WFC,85.4,58.3,77.8,64.3,Pass,0.0,Victoria Williams,Reading WFC,77.9,64.4,77.9,64.4,Ball Recovery,1.0,Amalie Vevle Eikeland,Reading WFC,77.9,64.4,87.7,62.6,Carry,1.0,Amalie Vevle Eikeland,Brighton & Hove Albion WFC,79.4,61.2,79.4,61.2,Pressure,1.0,Danielle Buet,Brighton & Hove Albion WFC,87.6,62.5,87.6,62.5,Foul Committed,0.0,Danielle Buet,Reading WFC,87.7,62.6,87.7,62.6,Foul Won,1.0,Amalie Vevle Eikeland,Reading WFC,91.4,59.1,104.1,38.2,Pass,1.0,Fara Williams,Reading WFC,104.1,38.2,104.1,38.2,Ball Receipt*,1.0,Remi Allen,Brighton & Hove Albion WFC,104.6,41.3,104.6,41.3,Duel,0.0,Léa Le Garrec,Reading WFC,104.7,41.4,117.5,37.0,Shot,0.0,Remi Allen,2275102,199c1eff-6bbb-4cb7-b51e-91c132ee59f4,0.042321753
West Ham United LFC,91.3,31.700000000000003,91.3,31.700000000000003,Ball Recovery,0.0,Adriana Kristina Leon,Birmingham City WFC,90.7,24.8,79.6,33.4,Pass,1.0,Lucy Whipp,Birmingham City WFC,79.6,33.4,79.6,33.4,Ball Receipt*,1.0,Lucy Staniforth,Birmingham City WFC,79.6,33.4,81.7,31.2,Carry,1.0,Lucy Staniforth,Birmingham City WFC,81.7,31.2,119.1,36.4,Shot,0.0,Lucy Staniforth,West Ham United LFC,119.0,40.6,119.0,40.6,Goal Keeper,0.0,Courtney Brosnan,Birmingham City WFC,120.0,0.1,116.1,41.3,Pass,0.0,Lucy Staniforth,West Ham United LFC,116.0,41.2,116.0,41.2,Goal Keeper,0.0,Courtney Brosnan,Birmingham City WFC,116.1,41.3,116.1,41.3,Ball Recovery,1.0,Sarah Emma Mayling,Birmingham City WFC,116.1,41.3,114.7,37.2,Carry,1.0,Sarah Emma Mayling,Birmingham City WFC,114.7,37.2,115.6,37.9,Shot,0.0,Sarah Emma Mayling,2275094,19adb9f2-750a-4d1e-b364-974d0f5adeaa,0.17381787
Birmingham City WFC,63.4,25.0,63.2,25.2,Carry,1.0,Chloe Arthur,Birmingham City WFC,63.2,25.2,66.6,26.0,Pass,0.0,Chloe Arthur,Birmingham City WFC,69.4,28.0,69.4,28.0,Ball Receipt*,0.0,Lucy Whipp,Reading WFC,66.5,25.9,66.5,25.9,Block,0.0,Jade Moore,Birmingham City WFC,85.2,73.3,85.2,73.3,Ball Recovery,1.0,Sarah Emma Mayling,Birmingham City WFC,85.2,73.3,104.0,58.5,Carry,1.0,Sarah Emma Mayling,Birmingham City WFC,104.0,58.5,109.8,50.2,Pass,0.0,Sarah Emma Mayling,Birmingham City WFC,111.1,41.6,111.1,41.6,Ball Receipt*,0.0,Rachel Williams,Reading WFC,109.7,50.1,109.7,50.1,Clearance,1.0,Remi Allen,Birmingham City WFC,104.2,48.3,104.2,48.3,Ball Recovery,1.0,Lucy Whipp,Birmingham City WFC,104.6,47.9,106.8,48.4,Shot,0.0,Lucy Whipp,2275050,1a51b69d-9349-4f3e-b728-d4d4f640277d,0.056096062
Tottenham Hotspur Women,63.8,10.6,63.8,10.6,Duel,1.0,Jenna Schillaci,Birmingham City WFC,63.7,10.5,61.8,25.1,Pass,0.0,Connie Scofield,Birmingham City WFC,55.599999999999994,25.1,55.599999999999994,25.1,Ball Receipt*,0.0,Claudia Walker,Tottenham Hotspur Women,61.9,25.2,61.9,25.2,Ball Recovery,1.0,Rachel Furness,Tottenham Hotspur Women,61.9,25.2,63.8,31.8,Carry,1.0,Rachel Furness,Birmingham City WFC,56.2,24.4,56.2,24.4,Pressure,1.0,Claudia Walker,Birmingham City WFC,64.6,25.299999999999997,64.6,25.299999999999997,Pressure,1.0,Chloe Arthur,Tottenham Hotspur Women,63.8,31.8,76.2,29.2,Pass,1.0,Rachel Furness,Tottenham Hotspur Women,76.2,29.2,76.2,29.2,Ball Receipt*,1.0,Josie Green,Tottenham Hotspur Women,76.2,29.2,81.1,39.8,Carry,1.0,Josie Green,Tottenham Hotspur Women,81.1,39.8,117.3,36.7,Shot,0.0,Josie Green,2275109,1a61e338-8dc2-4715-8d4d-02205663fade,0.006212395
Manchester United,96.5,58.5,96.5,58.5,Ball Receipt*,0.0,Jessica Sigsworth,Tottenham Hotspur Women,93.6,54.2,93.6,54.2,Ball Recovery,1.0,Emma Mukandi,Tottenham Hotspur Women,93.6,54.2,93.8,53.6,Carry,1.0,Emma Mukandi,Tottenham Hotspur Women,93.8,53.6,87.9,41.5,Pass,1.0,Emma Mukandi,Tottenham Hotspur Women,87.9,41.5,87.9,41.5,Ball Receipt*,1.0,Ria Percival,Tottenham Hotspur Women,87.9,41.5,87.9,41.5,Miscontrol,0.0,Ria Percival,Manchester United,86.0,37.5,98.8,42.4,Pass,1.0,Hayley Ladd,Manchester United,98.8,42.4,98.8,42.4,Ball Receipt*,1.0,Jane Ross,Manchester United,98.8,42.4,99.3,48.8,Pass,1.0,Jane Ross,Manchester United,99.3,48.8,99.3,48.8,Ball Receipt*,1.0,Hayley Ladd,Manchester United,100.4,48.5,103.5,47.5,Shot,0.0,Hayley Ladd,2275137,1b1389e7-f750-4a3f-802a-559ee80585c1,0.058462583
Arsenal WFC,37.0,48.4,37.0,48.4,Foul Committed,0.0,Lia Wälti,Chelsea FCW,37.1,48.5,37.1,48.5,Foul Won,1.0,Erin Cuthbert,Arsenal WFC,,,,,Injury Stoppage,0.0,Lia Wälti,Chelsea FCW,,,,,Injury Stoppage,0.0,Erin Cuthbert,Chelsea FCW,34.9,49.3,91.6,17.9,Pass,1.0,Millie Bright,Chelsea FCW,91.6,17.9,91.6,17.9,Ball Receipt*,1.0,Samantha May Kerr,Chelsea FCW,91.6,17.9,91.6,17.9,Carry,1.0,Samantha May Kerr,Chelsea FCW,91.6,17.9,82.8,20.0,Pass,1.0,Samantha May Kerr,Chelsea FCW,82.8,20.0,82.8,20.0,Ball Receipt*,1.0,So-Yun Ji,Chelsea FCW,82.8,20.0,88.9,26.1,Carry,1.0,So-Yun Ji,Chelsea FCW,88.9,26.1,94.9,29.3,Shot,0.0,So-Yun Ji,2275090,1b1d7de0-b444-44c5-a471-cfa37a8d8bea,0.006900945
Birmingham City WFC,112.2,30.4,117.6,25.4,Carry,1.0,Lucy Staniforth,Birmingham City WFC,117.6,25.4,107.2,22.200000000000003,Pass,1.0,Lucy Staniforth,Birmingham City WFC,107.2,22.200000000000003,107.2,22.200000000000003,Ball Receipt*,1.0,Chloe Arthur,Birmingham City WFC,107.2,22.200000000000003,107.2,22.200000000000003,Carry,1.0,Chloe Arthur,Birmingham City WFC,107.2,22.200000000000003,107.2,22.200000000000003,Miscontrol,0.0,Chloe Arthur,Birmingham City WFC,105.4,21.799999999999997,105.4,21.799999999999997,Pressure,1.0,Chloe Arthur,Chelsea FCW,101.0,21.0,101.0,21.0,Ball Recovery,1.0,Guro Reiten,Chelsea FCW,101.0,21.0,99.8,25.3,Carry,1.0,Guro Reiten,Birmingham City WFC,99.7,25.200000000000003,99.7,25.200000000000003,Foul Committed,0.0,Chloe Arthur,Chelsea FCW,99.8,25.3,99.8,25.3,Foul Won,1.0,Guro Reiten,Chelsea FCW,100.5,26.2,120.0,36.8,Shot,1.0,So-Yun Ji,2275093,1b6bc531-a07e-4c8b-bdd6-aaa3c7eaa3d0,0.06844696
Chelsea FCW,102.2,20.9,102.2,20.9,Ball Receipt*,1.0,Guro Reiten,Chelsea FCW,102.2,20.9,111.4,19.8,Carry,1.0,Guro Reiten,Chelsea FCW,111.4,19.8,107.2,33.1,Pass,1.0,Guro Reiten,Chelsea FCW,107.2,33.1,107.2,33.1,Ball Receipt*,1.0,So-Yun Ji,Chelsea FCW,107.2,33.1,108.8,33.2,Carry,1.0,So-Yun Ji,Bristol City WFC,108.7,33.1,108.7,33.1,Pressure,1.0,Loren Dykes,Chelsea FCW,108.8,33.2,97.1,35.7,Pass,1.0,So-Yun Ji,Chelsea FCW,97.1,35.7,97.1,35.7,Ball Receipt*,1.0,Sophie Louise Ingle,Chelsea FCW,97.1,35.7,100.4,32.7,Carry,1.0,Sophie Louise Ingle,Bristol City WFC,101.8,37.3,101.8,37.3,Pressure,1.0,Olivia Chance,Chelsea FCW,100.4,32.7,110.5,35.6,Shot,0.0,Sophie Louise Ingle,2275108,1b8e86d1-ec46-41d4-af16-c5e33a66defb,0.048590817
Birmingham City WFC,79.1,74.6,79.1,74.6,Ball Receipt*,1.0,Rachel Williams,Birmingham City WFC,79.1,74.6,86.0,75.0,Carry,1.0,Rachel Williams,Reading WFC,79.4,71.2,79.4,71.2,Pressure,1.0,Jade Moore,Reading WFC,85.9,74.9,85.9,74.9,Dribbled Past,0.0,Jade Moore,Birmingham City WFC,86.0,75.0,86.0,75.0,Dribble,1.0,Rachel Williams,Birmingham City WFC,86.0,75.0,98.0,74.8,Carry,1.0,Rachel Williams,Birmingham City WFC,98.0,74.8,103.8,55.7,Pass,1.0,Rachel Williams,Birmingham City WFC,103.8,55.7,103.8,55.7,Ball Receipt*,1.0,Abbi Grant,Birmingham City WFC,103.8,55.7,110.7,51.8,Carry,1.0,Abbi Grant,Reading WFC,103.7,55.6,103.7,55.6,Pressure,1.0,Sophie Howard,Birmingham City WFC,110.7,51.8,116.3,45.1,Shot,0.0,Abbi Grant,2275050,1be47882-9e57-44b9-9637-364eb7ee8dc4,0.1276749
Liverpool WFC,91.4,79.0,91.4,79.0,Carry,1.0,Rinsola Babajide,Liverpool WFC,91.4,79.0,79.2,78.4,Pass,0.0,Rinsola Babajide,Liverpool WFC,75.1,76.6,75.1,76.6,Ball Receipt*,0.0,Melissa Lawley,Manchester United,79.3,78.5,81.2,69.8,Pass,1.0,Abbie McManus,Manchester United,81.2,69.8,81.2,69.8,Ball Receipt*,1.0,Katie Zelem,Manchester United,81.2,69.8,84.8,67.8,Carry,1.0,Katie Zelem,Manchester United,84.8,67.8,107.1,45.4,Pass,1.0,Katie Zelem,Manchester United,107.1,45.4,107.1,45.4,Ball Receipt*,1.0,Leah Galton,Manchester United,107.1,45.4,111.5,48.1,Carry,1.0,Leah Galton,Liverpool WFC,114.5,47.8,114.5,47.8,Pressure,1.0,Anke Preuß,Manchester United,111.5,48.1,112.8,47.1,Shot,0.0,Leah Galton,2275138,1bf121b9-706a-4079-a3a2-2b94b1883b70,0.14891388
Liverpool WFC,80.8,27.8,90.3,11.3,Pass,1.0,Christie Murray,Manchester City WFC,93.8,17.299999999999997,93.8,17.299999999999997,Pressure,1.0,Jill Scott,Liverpool WFC,90.3,11.3,90.3,11.3,Ball Receipt*,1.0,Leigh-Anne Robe,Liverpool WFC,90.3,11.3,94.3,7.5,Carry,1.0,Leigh-Anne Robe,Liverpool WFC,94.3,7.5,89.9,17.7,Pass,1.0,Leigh-Anne Robe,Liverpool WFC,89.9,17.7,89.9,17.7,Ball Receipt*,1.0,Christie Murray,Liverpool WFC,89.9,17.7,89.7,16.2,Carry,1.0,Christie Murray,Liverpool WFC,89.7,16.2,81.3,18.9,Pass,1.0,Christie Murray,Liverpool WFC,81.3,18.9,81.3,18.9,Ball Receipt*,1.0,Jade Bailey,Liverpool WFC,81.3,18.9,85.5,26.5,Carry,1.0,Jade Bailey,Liverpool WFC,85.5,26.5,119.3,38.7,Shot,0.0,Jade Bailey,2275116,1c260980-ffbe-473d-9453-f98d58fdd9af,0.0059652547
Chelsea FCW,42.4,74.4,42.4,74.4,Duel,1.0,Erin Cuthbert,Chelsea FCW,57.8,77.0,57.8,77.0,Ball Recovery,1.0,Bethany England,Chelsea FCW,57.8,77.0,105.5,75.2,Carry,1.0,Bethany England,Manchester City WFC,63.5,77.1,63.5,77.1,Pressure,1.0,Demi Stokes,Manchester City WFC,105.4,75.1,105.4,75.1,Dribbled Past,0.0,Demi Stokes,Chelsea FCW,105.5,75.2,105.5,75.2,Dribble,1.0,Bethany England,Chelsea FCW,105.5,75.2,97.8,73.3,Carry,1.0,Bethany England,Chelsea FCW,97.8,73.3,89.0,57.1,Pass,1.0,Bethany England,Chelsea FCW,89.0,57.1,89.0,57.1,Ball Receipt*,1.0,So-Yun Ji,Chelsea FCW,89.0,57.1,96.1,47.1,Carry,1.0,So-Yun Ji,Chelsea FCW,96.1,47.1,120.0,44.4,Shot,0.0,So-Yun Ji,2275130,1c4cc3e9-b26f-49b7-9e62-3859c3782e7d,0.04020139
Reading WFC,82.5,55.7,105.2,1.2,Pass,0.0,Jade Moore,Reading WFC,105.7,21.4,105.7,21.4,Ball Receipt*,0.0,Fara Williams,Arsenal WFC,98.8,0.0,87.0,21.4,Pass,1.0,Lisa Evans,Arsenal WFC,87.0,21.4,87.0,21.4,Ball Receipt*,1.0,Kim Little,Arsenal WFC,84.2,29.200000000000003,84.2,29.200000000000003,Miscontrol,0.0,Kim Little,Reading WFC,83.8,33.5,97.5,27.1,Pass,1.0,Remi Allen,Reading WFC,97.5,27.1,97.5,27.1,Ball Receipt*,1.0,Fara Williams,Reading WFC,97.5,27.1,97.5,27.1,Carry,1.0,Fara Williams,Reading WFC,97.5,27.1,90.4,20.7,Pass,1.0,Fara Williams,Reading WFC,90.4,20.7,90.4,20.7,Ball Receipt*,1.0,Mayumi Pacheco,Reading WFC,90.0,21.6,120.0,37.9,Shot,0.0,Mayumi Pacheco,2275086,1c8fbdbc-2aa6-48db-a029-949ff3459ec1,0.007888654
Manchester City WFC,56.3,9.700000000000003,48.099999999999994,3.5,Pass,1.0,Jill Scott,Manchester City WFC,48.099999999999994,3.5,48.099999999999994,3.5,Ball Receipt*,1.0,Janine Elizabeth Beckie,Manchester City WFC,48.099999999999994,3.5,50.7,5.200000000000003,Carry,1.0,Janine Elizabeth Beckie,Reading WFC,46.8,3.8,46.8,3.8,Pressure,1.0,Mayumi Pacheco,Manchester City WFC,50.7,5.200000000000003,50.7,5.200000000000003,Dispossessed,0.0,Janine Elizabeth Beckie,Reading WFC,50.8,5.3,50.8,5.3,Duel,0.0,Mayumi Pacheco,Manchester City WFC,52.2,8.0,52.2,8.0,Ball Recovery,0.0,Jill Scott,Reading WFC,55.9,11.5,63.9,15.1,Pass,1.0,Jade Moore,Reading WFC,63.9,15.1,63.9,15.1,Ball Receipt*,1.0,Brooke Chaplen,Reading WFC,63.9,15.1,82.8,37.9,Carry,1.0,Brooke Chaplen,Reading WFC,82.8,37.9,120.0,32.7,Shot,0.0,Brooke Chaplen,2275107,1cd5d1a1-7aee-4b56-8b00-a6a2bb581fc0,0.0057739606
Manchester City WFC,90.6,58.6,90.4,58.6,Carry,1.0,Keira Walsh,Manchester City WFC,90.4,58.6,96.0,75.7,Pass,1.0,Keira Walsh,Manchester City WFC,96.0,75.7,96.0,75.7,Ball Receipt*,1.0,Janine Elizabeth Beckie,Manchester City WFC,96.0,75.7,100.2,74.0,Carry,1.0,Janine Elizabeth Beckie,Tottenham Hotspur Women,93.3,73.1,93.3,73.1,Pressure,1.0,Lucy Quinn,Manchester City WFC,100.2,74.0,107.3,45.0,Pass,0.0,Janine Elizabeth Beckie,Manchester City WFC,107.9,42.5,107.9,42.5,Ball Receipt*,0.0,Pauline Bremer,Tottenham Hotspur Women,107.2,44.9,107.2,44.9,Clearance,1.0,Anna Filbey,Tottenham Hotspur Women,106.4,37.8,106.4,37.8,Pressure,1.0,Hannah Godfrey,Manchester City WFC,105.4,35.3,105.4,35.3,Ball Recovery,1.0,Georgia Stanway,Manchester City WFC,107.1,38.5,117.9,40.1,Shot,0.0,Georgia Stanway,2275085,1ce335ec-fd89-4fc4-b942-2001e2fb82d7,0.22606693
Birmingham City WFC,79.7,16.700000000000003,79.7,16.700000000000003,Pressure,1.0,Connie Scofield,Manchester City WFC,75.1,16.4,62.8,42.4,Pass,1.0,Keira Walsh,Manchester City WFC,62.8,42.4,62.8,42.4,Ball Receipt*,1.0,Stephanie Houghton,Manchester City WFC,62.8,42.4,68.8,47.7,Carry,1.0,Stephanie Houghton,Manchester City WFC,68.8,47.7,92.4,34.0,Pass,1.0,Stephanie Houghton,Manchester City WFC,92.4,34.0,92.4,34.0,Ball Receipt*,1.0,Tessa Wullaert,Manchester City WFC,92.4,34.0,93.0,33.7,Carry,1.0,Tessa Wullaert,Manchester City WFC,93.0,33.7,103.5,43.4,Pass,1.0,Tessa Wullaert,Birmingham City WFC,101.7,46.5,101.7,46.5,Pressure,1.0,Adrienne Jordan,Manchester City WFC,103.5,43.4,103.5,43.4,Ball Receipt*,1.0,Janine Elizabeth Beckie,Manchester City WFC,103.7,43.7,113.3,41.3,Shot,0.0,Janine Elizabeth Beckie,2275028,1ce58ba7-bc75-4363-8437-29ab1b3d15cf,0.2879759
Reading WFC,53.8,27.7,53.8,27.7,Ball Receipt*,1.0,Kristine Leine,Reading WFC,53.8,27.7,64.1,42.4,Carry,1.0,Kristine Leine,Manchester United,57.3,31.9,57.3,31.9,Pressure,1.0,Lauren James,Reading WFC,64.1,42.4,97.6,69.2,Pass,1.0,Kristine Leine,Reading WFC,97.6,69.2,97.6,69.2,Ball Receipt*,1.0,Amalie Vevle Eikeland,Reading WFC,97.6,69.2,100.7,58.8,Carry,1.0,Amalie Vevle Eikeland,Manchester United,101.4,65.2,101.4,65.2,Pressure,1.0,Leah Galton,Manchester United,105.6,66.3,105.6,66.3,Pressure,1.0,Leah Galton,Manchester United,100.6,58.7,100.6,58.7,Foul Committed,0.0,Leah Galton,Reading WFC,100.7,58.8,100.7,58.8,Foul Won,1.0,Amalie Vevle Eikeland,Reading WFC,100.3,59.5,120.0,37.0,Shot,0.0,Fara Williams,2275157,1ced33f3-56c9-4a62-ac73-6d6bff433935,0.015088451
