team_0,location_x_0,location_y_0,end_location_x_0,end_location_y_0,type_0,outcome_0,player_0,team_1,location_x_1,location_y_1,end_location_x_1,end_location_y_1,type_1,outcome_1,player_1,team_2,location_x_2,location_y_2,end_location_x_2,end_location_y_2,type_2,outcome_2,player_2,team_3,location_x_3,location_y_3,end_location_x_3,end_location_y_3,type_3,outcome_3,player_3,team_4,location_x_4,location_y_4,end_location_x_4,end_location_y_4,type_4,outcome_4,player_4,team_5,location_x_5,location_y_5,end_location_x_5,end_location_y_5,type_5,outcome_5,player_5,team_6,location_x_6,location_y_6,end_location_x_6,end_location_y_6,type_6,outcome_6,player_6,team_7,location_x_7,location_y_7,end_location_x_7,end_location_y_7,type_7,outcome_7,player_7,team_8,location_x_8,location_y_8,end_location_x_8,end_location_y_8,type_8,outcome_8,player_8,team_9,location_x_9,location_y_9,end_location_x_9,end_location_y_9,type_9,outcome_9,player_9,team_10,location_x_10,location_y_10,end_location_x_10,end_location_y_10,type_10,outcome_10,player_10,match_id,shot_id,shot_statsbomb_xg
Manchester City WFC,70.0,68.0,70.0,64.0,Carry,1.0,Georgia Stanway,Manchester City WFC,70.0,64.0,70.0,64.0,Dispossessed,0.0,Georgia Stanway,Chelsea FCW,71.0,65.0,71.0,65.0,Duel,1.0,So-Yun Ji,Chelsea FCW,83.0,59.0,83.0,59.0,Ball Recovery,1.0,Erin Cuthbert,Chelsea FCW,83.0,59.0,107.0,65.0,Carry,1.0,Erin Cuthbert,Manchester City WFC,85.0,59.0,85.0,59.0,Pressure,1.0,Keira Walsh,Chelsea FCW,107.0,65.0,107.0,65.0,Dispossessed,0.0,Erin Cuthbert,Manchester City WFC,106.0,64.0,106.0,64.0,Duel,0.0,Keira Walsh,Chelsea FCW,120.0,79.0,118.0,40.0,Pass,1.0,Maren Nævdal Mjelde,Chelsea FCW,118.0,40.0,118.0,40.0,Ball Receipt*,1.0,Millie Bright,Chelsea FCW,118.0,39.0,120.0,46.0,Shot,0.0,Millie Bright,7298,911822bd-a8de-484c-a50d-7e195234e02c,0.2916144
Reading WFC,117.0,13.0,105.0,3.0,Pass,1.0,Lily Woodham,Reading WFC,105.0,3.0,105.0,3.0,Ball Receipt*,1.0,Charlotte Estcourt,Reading WFC,105.0,3.0,103.0,4.0,Carry,1.0,Charlotte Estcourt,Yeovil Town LFC,108.0,6.0,108.0,6.0,Pressure,1.0,Georgia Evans,Yeovil Town LFC,102.0,3.0,102.0,3.0,Dribbled Past,0.0,Georgia Evans,Reading WFC,103.0,4.0,103.0,4.0,Dribble,1.0,Charlotte Estcourt,Reading WFC,103.0,4.0,99.0,5.0,Carry,1.0,Charlotte Estcourt,Reading WFC,99.0,5.0,100.0,19.0,Pass,1.0,Charlotte Estcourt,Reading WFC,100.0,19.0,100.0,19.0,Ball Receipt*,1.0,Fara Williams,Reading WFC,100.0,19.0,98.0,19.7,Carry,1.0,Fara Williams,Reading WFC,98.0,19.7,120.0,43.7,Shot,1.0,Fara Williams,19758,91202970-46ee-4e71-88c8-96eb3b0f4ce0,0.009855443
Bristol City WFC,81.0,12.0,81.0,12.0,Interception,1.0,Lucy Hope,Bristol City WFC,81.0,12.0,87.0,19.0,Carry,1.0,Lucy Hope,Manchester City WFC,84.0,11.0,84.0,11.0,Pressure,1.0,Stephanie Houghton,Manchester City WFC,86.0,18.0,86.0,18.0,Foul Committed,0.0,Stephanie Houghton,Bristol City WFC,87.0,19.0,87.0,19.0,Foul Won,1.0,Lucy Hope,Bristol City WFC,86.0,24.0,120.0,42.0,Pass,0.0,Ella Rutherford,Manchester City WFC,119.0,41.0,119.0,41.0,Goal Keeper,1.0,Karen Bardsley,Manchester City WFC,119.0,41.0,119.0,41.0,Error,0.0,Karen Bardsley,Bristol City WFC,119.0,44.0,119.0,44.0,Ball Recovery,1.0,Danique Kerkdijk,Bristol City WFC,119.0,44.0,119.0,44.0,Carry,1.0,Danique Kerkdijk,Bristol City WFC,119.0,44.0,120.0,39.1,Shot,1.0,Danique Kerkdijk,19728,912ae0d0-2cc7-430f-ab79-68317da8dfa1,0.7111165
Liverpool WFC,57.0,70.0,52.0,71.0,Pass,1.0,Niamh Fahey,Liverpool WFC,52.0,71.0,52.0,71.0,Ball Receipt*,1.0,Laura Coombs,Liverpool WFC,52.0,71.0,66.0,63.0,Carry,1.0,Laura Coombs,Liverpool WFC,66.0,63.0,87.0,75.0,Pass,1.0,Laura Coombs,Liverpool WFC,87.0,75.0,87.0,75.0,Ball Receipt*,1.0,Rinsola Babajide,Liverpool WFC,87.0,75.0,103.0,57.0,Carry,1.0,Rinsola Babajide,Yeovil Town LFC,103.0,58.0,103.0,58.0,Pressure,1.0,Nicola Cousins,Yeovil Town LFC,102.0,56.0,102.0,56.0,Dribbled Past,0.0,Nicola Cousins,Liverpool WFC,103.0,57.0,103.0,57.0,Dribble,1.0,Rinsola Babajide,Liverpool WFC,103.0,57.0,101.0,48.0,Carry,1.0,Rinsola Babajide,Liverpool WFC,101.0,48.0,120.0,43.6,Shot,0.0,Rinsola Babajide,19737,915a54a8-c1bd-4255-b782-2044d96e5a9f,0.06103421
Everton LFC,104.0,7.0,113.0,5.0,Carry,1.0,Megan Finnigan,Brighton & Hove Albion WFC,108.0,6.0,108.0,6.0,Pressure,1.0,Ellie Brazil,Everton LFC,113.0,5.0,101.0,22.0,Pass,1.0,Megan Finnigan,Brighton & Hove Albion WFC,102.0,24.0,102.0,24.0,Pressure,1.0,Danielle Buet,Everton LFC,101.0,22.0,101.0,22.0,Ball Receipt*,1.0,Simone Magill,Everton LFC,101.0,22.0,103.0,23.0,Carry,1.0,Simone Magill,Brighton & Hove Albion WFC,102.0,22.0,102.0,22.0,Dribbled Past,0.0,Danielle Buet,Everton LFC,103.0,23.0,103.0,23.0,Dribble,1.0,Simone Magill,Everton LFC,103.0,23.0,100.0,38.0,Carry,1.0,Simone Magill,Brighton & Hove Albion WFC,102.0,37.0,102.0,37.0,Pressure,1.0,Laura Rafferty,Everton LFC,100.0,38.0,120.0,46.9,Shot,0.0,Simone Magill,19784,915f3c61-779b-4482-a40a-f9b719d447c8,0.04367541
Chelsea FCW,75.0,71.0,75.0,71.0,Ball Receipt*,1.0,Jessica Carter,Chelsea FCW,75.0,71.0,74.0,72.0,Carry,1.0,Jessica Carter,Chelsea FCW,74.0,72.0,56.0,28.0,Pass,1.0,Jessica Carter,Chelsea FCW,56.0,28.0,56.0,28.0,Ball Receipt*,1.0,Magdalena Lilly Eriksson,Chelsea FCW,56.0,28.0,62.0,15.0,Carry,1.0,Magdalena Lilly Eriksson,Chelsea FCW,62.0,15.0,84.0,3.0,Pass,1.0,Magdalena Lilly Eriksson,Chelsea FCW,84.0,3.0,84.0,3.0,Ball Receipt*,1.0,Alexandra Riley,Chelsea FCW,84.0,3.0,85.0,7.0,Carry,1.0,Alexandra Riley,Chelsea FCW,85.0,7.0,105.0,43.0,Pass,1.0,Alexandra Riley,Chelsea FCW,105.0,43.0,105.0,43.0,Ball Receipt*,1.0,Bethany England,Chelsea FCW,105.7,40.2,118.3,40.3,Shot,0.0,Bethany England,19805,91692a13-48a6-483f-a5ed-2531430011b3,0.10704886
Chelsea FCW,106.0,17.0,106.0,17.0,Ball Receipt*,0.0,Sophie Louise Ingle,Yeovil Town LFC,104.0,18.0,104.0,18.0,Clearance,1.0,Charlotte Buxton,Chelsea FCW,83.0,31.0,83.0,31.0,Ball Recovery,1.0,Jade Bailey,Chelsea FCW,83.0,31.0,83.0,32.0,Carry,1.0,Jade Bailey,Chelsea FCW,83.0,32.0,87.0,56.0,Pass,1.0,Jade Bailey,Chelsea FCW,87.0,56.0,87.0,56.0,Ball Receipt*,1.0,Deanna Cooper,Chelsea FCW,87.0,56.0,95.0,58.0,Carry,1.0,Deanna Cooper,Chelsea FCW,95.0,58.0,111.0,55.0,Pass,1.0,Deanna Cooper,Chelsea FCW,111.0,55.0,111.0,55.0,Ball Receipt*,1.0,Bethany England,Chelsea FCW,111.0,55.0,110.0,54.0,Carry,1.0,Bethany England,Chelsea FCW,110.0,54.0,120.0,34.8,Shot,0.0,Bethany England,19760,91738e06-e84c-405a-a323-41a064b55380,0.051521707
Reading WFC,116.0,39.0,116.0,39.0,Error,0.0,Grace Moloney,Reading WFC,118.0,39.0,118.0,39.0,Block,0.0,Natasha Harding,Chelsea FCW,118.0,34.0,118.0,34.0,Ball Recovery,1.0,Ramona Bachmann,Chelsea FCW,117.0,35.0,119.0,40.0,Shot,0.0,Ramona Bachmann,Reading WFC,115.0,36.0,113.0,37.0,Goal Keeper,1.0,Grace Moloney,Chelsea FCW,120.0,1.0,112.0,38.0,Pass,0.0,Karen Julia Carney,Reading WFC,111.0,37.0,111.0,37.0,Clearance,1.0,Rachel Furness,Chelsea FCW,79.0,28.0,79.0,28.0,Ball Recovery,1.0,Jonna Ann-Charlotte Andersson,Chelsea FCW,79.0,28.0,87.0,23.0,Carry,1.0,Jonna Ann-Charlotte Andersson,Reading WFC,93.0,27.0,93.0,27.0,Pressure,1.0,Fara Williams,Chelsea FCW,87.0,23.0,120.0,46.3,Shot,0.0,Jonna Ann-Charlotte Andersson,19772,91850960-eb8c-4b48-be1f-8358c818666a,0.0070000356
Yeovil Town LFC,98.0,74.0,98.0,74.0,Ball Receipt*,1.0,Anne-Marie Heatherson,Yeovil Town LFC,98.0,74.0,99.0,69.0,Carry,1.0,Anne-Marie Heatherson,Yeovil Town LFC,99.0,69.0,110.0,77.0,Pass,1.0,Anne-Marie Heatherson,Yeovil Town LFC,110.0,77.0,110.0,77.0,Ball Receipt*,1.0,Nicola Cousins,Yeovil Town LFC,110.0,77.0,111.0,77.0,Carry,1.0,Nicola Cousins,West Ham United LFC,108.0,74.0,108.0,74.0,Pressure,1.0,Rosie Kmita,Yeovil Town LFC,111.0,77.0,110.0,48.0,Pass,0.0,Nicola Cousins,West Ham United LFC,109.0,47.0,109.0,47.0,Clearance,1.0,Brooke Hendrix,Yeovil Town LFC,80.0,38.0,80.0,38.0,Ball Recovery,1.0,Ellie Mason,Yeovil Town LFC,80.0,38.0,81.0,36.0,Carry,1.0,Ellie Mason,Yeovil Town LFC,81.0,36.0,100.0,41.0,Shot,0.0,Ellie Mason,19777,91b6d550-06da-4b9e-9958-16a485309084,0.0067234
Reading WFC,74.0,67.0,64.0,41.0,Pass,1.0,Jade Moore,Reading WFC,64.0,41.0,64.0,41.0,Ball Receipt*,1.0,Josanne Potter,Reading WFC,64.0,41.0,89.0,29.0,Carry,1.0,Josanne Potter,Bristol City WFC,78.0,31.0,78.0,31.0,Pressure,1.0,Julie Biesmans,Reading WFC,89.0,29.0,101.0,32.0,Pass,1.0,Josanne Potter,Reading WFC,101.0,32.0,101.0,32.0,Ball Receipt*,1.0,Brooke Chaplen,Reading WFC,101.0,32.0,96.0,37.0,Carry,1.0,Brooke Chaplen,Reading WFC,96.0,37.0,88.0,38.0,Pass,1.0,Brooke Chaplen,Reading WFC,88.0,38.0,88.0,38.0,Ball Receipt*,1.0,Fara Williams,Reading WFC,88.0,38.0,88.0,38.0,Carry,1.0,Fara Williams,Reading WFC,88.0,38.0,120.0,43.8,Shot,0.0,Fara Williams,19753,91b90118-cf7c-4a62-b438-9c902bcbf25e,0.018176014
Brighton & Hove Albion WFC,115.0,43.0,115.0,43.0,Ball Receipt*,1.0,Laura Rafferty,Brighton & Hove Albion WFC,115.0,43.0,120.0,39.1,Shot,0.0,Laura Rafferty,Liverpool WFC,119.0,41.0,119.0,41.0,Goal Keeper,0.0,Anke Preuß,Brighton & Hove Albion WFC,120.0,1.0,115.0,36.0,Pass,0.0,Chloe Peplow,Liverpool WFC,114.0,35.0,114.0,35.0,Clearance,1.0,Kirsty Linnett,Brighton & Hove Albion WFC,111.0,39.0,111.0,39.0,Duel,1.0,Victoria Williams,Liverpool WFC,110.0,38.0,110.0,38.0,Clearance,1.0,Satara Murray,Brighton & Hove Albion WFC,107.0,42.0,113.0,42.0,Pass,0.0,Laura Rafferty,Liverpool WFC,112.0,41.0,112.0,41.0,Clearance,1.0,Sophie Elizabeth Bradley-Auckland,Brighton & Hove Albion WFC,103.0,34.0,103.0,34.0,Ball Recovery,1.0,Danielle Buet,Brighton & Hove Albion WFC,103.0,35.0,110.0,36.0,Shot,0.0,Danielle Buet,19780,91f5c85c-c1cb-4eea-af90-fb32d9907945,0.066886865
Brighton & Hove Albion WFC,44.0,75.0,47.0,66.0,Carry,1.0,Kirsty Barton,Brighton & Hove Albion WFC,47.0,66.0,50.0,53.0,Pass,1.0,Kirsty Barton,Brighton & Hove Albion WFC,50.0,53.0,50.0,53.0,Ball Receipt*,1.0,Chloe Peplow,Brighton & Hove Albion WFC,50.0,53.0,52.0,56.0,Carry,1.0,Chloe Peplow,Brighton & Hove Albion WFC,52.0,56.0,76.0,77.0,Pass,1.0,Chloe Peplow,Brighton & Hove Albion WFC,76.0,77.0,76.0,77.0,Ball Receipt*,1.0,Ellie Brazil,Brighton & Hove Albion WFC,76.0,77.0,100.0,77.0,Carry,1.0,Ellie Brazil,Brighton & Hove Albion WFC,100.0,77.0,110.0,42.0,Pass,1.0,Ellie Brazil,Brighton & Hove Albion WFC,110.0,42.0,110.0,42.0,Ball Receipt*,1.0,Iniabasi Anefiok Umotong,Arsenal WFC,109.0,41.0,109.0,41.0,Duel,0.0,Leah Williamson,Brighton & Hove Albion WFC,110.0,42.0,119.0,35.4,Shot,0.0,Iniabasi Anefiok Umotong,19766,9221dc7f-f3f5-47f9-8828-4ea523563481,0.11555937
Manchester City WFC,82.0,28.0,86.0,30.0,Carry,1.0,Caroline Weir,Manchester City WFC,86.0,30.0,109.0,22.0,Pass,1.0,Caroline Weir,Manchester City WFC,109.0,22.0,109.0,22.0,Ball Receipt*,1.0,Claire Emslie,Manchester City WFC,110.0,22.0,114.0,39.0,Pass,0.0,Claire Emslie,Manchester City WFC,114.0,38.0,114.0,38.0,Ball Receipt*,0.0,Lauren Hemp,Brighton & Hove Albion WFC,113.0,38.0,113.0,38.0,Clearance,1.0,Ellie Hack,Manchester City WFC,120.0,1.0,115.0,40.0,Pass,0.0,Claire Emslie,Brighton & Hove Albion WFC,114.0,39.0,114.0,39.0,Goal Keeper,0.0,Sophie Harris,Manchester City WFC,120.0,1.0,115.0,44.0,Pass,1.0,Claire Emslie,Manchester City WFC,115.0,44.0,115.0,44.0,Ball Receipt*,1.0,Jill Scott,Manchester City WFC,115.0,44.0,115.0,41.0,Shot,0.0,Jill Scott,19790,922be3a0-3254-44c9-be0b-30b56adeba72,0.097551584
Manchester City WFC,77.0,38.0,77.0,38.0,Ball Recovery,1.0,Jill Scott,Manchester City WFC,77.0,38.0,76.0,41.0,Carry,1.0,Jill Scott,Manchester City WFC,76.0,41.0,76.0,41.0,Dribble,0.0,Jill Scott,Yeovil Town LFC,77.0,42.0,77.0,42.0,Duel,1.0,Emily Donovan,Yeovil Town LFC,66.0,39.0,79.0,39.0,Pass,1.0,Emily Syme,Yeovil Town LFC,79.0,39.0,79.0,39.0,Ball Receipt*,1.0,Emily Donovan,Yeovil Town LFC,79.0,39.0,92.0,31.0,Carry,1.0,Emily Donovan,Manchester City WFC,91.0,30.0,91.0,30.0,Dribbled Past,0.0,Jill Scott,Yeovil Town LFC,92.0,31.0,92.0,31.0,Dribble,1.0,Emily Donovan,Yeovil Town LFC,92.0,31.0,90.0,37.0,Carry,1.0,Emily Donovan,Yeovil Town LFC,90.0,37.0,119.0,39.5,Shot,0.0,Emily Donovan,19764,925b1fcc-f9aa-4a4c-a8e6-a19e3e2d7508,0.034259938
Arsenal WFC,64.0,18.0,107.0,36.0,Pass,0.0,Vivianne Miedema,West Ham United LFC,106.0,35.0,106.0,35.0,Ball Recovery,1.0,Rebecca Leigh Spencer,West Ham United LFC,106.0,35.0,104.0,34.0,Carry,1.0,Rebecca Leigh Spencer,West Ham United LFC,104.0,34.0,86.0,39.0,Pass,1.0,Rebecca Leigh Spencer,Arsenal WFC,86.0,48.0,86.0,48.0,Pressure,1.0,Bethany Mead,West Ham United LFC,86.0,39.0,86.0,39.0,Ball Receipt*,1.0,Brianna Visalli,West Ham United LFC,86.0,39.0,85.0,37.0,Carry,1.0,Brianna Visalli,West Ham United LFC,85.0,37.0,85.0,37.0,Dispossessed,0.0,Brianna Visalli,Arsenal WFC,86.0,38.0,86.0,38.0,Duel,1.0,Bethany Mead,Arsenal WFC,86.0,38.0,95.0,24.0,Carry,1.0,Bethany Mead,Arsenal WFC,95.0,24.0,118.0,37.0,Shot,0.0,Bethany Mead,19724,925fb2f4-d09e-4c3d-9708-a0122dd0ecf3,0.018598888
Manchester City WFC,50.0,5.0,56.0,5.0,Carry,1.0,Caroline Weir,Manchester City WFC,56.0,5.0,67.0,3.0,Pass,1.0,Caroline Weir,Manchester City WFC,67.0,3.0,67.0,3.0,Ball Receipt*,1.0,Georgia Stanway,Manchester City WFC,67.0,3.0,78.0,17.0,Carry,1.0,Georgia Stanway,Everton LFC,77.0,4.0,77.0,4.0,Pressure,1.0,Angharad James,Manchester City WFC,78.0,17.0,89.0,41.0,Pass,1.0,Georgia Stanway,Manchester City WFC,89.0,41.0,89.0,41.0,Ball Receipt*,1.0,Lauren Hemp,Manchester City WFC,89.0,41.0,88.0,42.0,Carry,1.0,Lauren Hemp,Manchester City WFC,88.0,42.0,112.0,49.0,Pass,1.0,Lauren Hemp,Manchester City WFC,112.0,49.0,112.0,49.0,Ball Receipt*,1.0,Nikita Parris,Manchester City WFC,115.0,47.0,119.0,36.4,Shot,1.0,Nikita Parris,19723,9269b56b-f058-4602-adc9-50b98a09f89e,0.23723853
Reading WFC,67.0,73.0,67.0,73.0,Pressure,1.0,Natasha Harding,Birmingham City WFC,98.0,61.0,102.0,24.0,Pass,1.0,Charlie Wellings,Birmingham City WFC,102.0,24.0,102.0,24.0,Ball Receipt*,1.0,Lucy Staniforth,Birmingham City WFC,102.0,24.0,104.0,25.0,Carry,1.0,Lucy Staniforth,Birmingham City WFC,104.0,25.0,118.0,39.9,Shot,0.0,Lucy Staniforth,Reading WFC,118.0,36.0,118.0,36.0,Goal Keeper,0.0,Grace Moloney,Birmingham City WFC,120.0,80.0,114.0,41.0,Pass,0.0,Lucy Staniforth,Reading WFC,113.0,40.0,113.0,40.0,Clearance,1.0,Rachel Furness,Birmingham City WFC,99.0,30.0,99.0,30.0,Ball Recovery,1.0,Marisa Ewers,Birmingham City WFC,99.0,30.0,99.0,30.0,Carry,1.0,Marisa Ewers,Birmingham City WFC,99.0,30.0,119.0,41.7,Shot,0.0,Marisa Ewers,19727,927605c2-bff2-45f0-9c76-20b99f2183cd,0.036349714
Birmingham City WFC,91.0,12.0,101.0,7.0,Carry,1.0,Charlie Wellings,Birmingham City WFC,101.0,7.0,90.0,7.0,Pass,1.0,Charlie Wellings,Birmingham City WFC,90.0,7.0,90.0,7.0,Ball Receipt*,1.0,Paige Williams,Birmingham City WFC,90.0,7.0,90.0,13.0,Carry,1.0,Paige Williams,Birmingham City WFC,90.0,13.0,92.0,32.0,Pass,1.0,Paige Williams,Everton LFC,94.0,38.0,94.0,38.0,Pressure,1.0,Angharad James,Birmingham City WFC,92.0,32.0,92.0,32.0,Ball Receipt*,1.0,Lucy Staniforth,Birmingham City WFC,92.0,32.0,93.0,31.0,Carry,1.0,Lucy Staniforth,Birmingham City WFC,93.0,31.0,93.0,31.0,Miscontrol,0.0,Lucy Staniforth,Everton LFC,94.0,33.0,94.0,33.0,Foul Committed,0.0,Angharad James,Birmingham City WFC,94.0,32.0,119.0,40.1,Shot,0.0,Lucy Staniforth,19718,927fedd5-7dd8-4ee2-8d68-114397ee1454,0.08107362
Reading WFC,67.0,76.0,67.0,76.0,Dribble,0.0,Lauren Bruton,Birmingham City WFC,66.0,75.0,66.0,75.0,Duel,0.0,Hayley Ladd,Reading WFC,75.0,80.0,89.0,62.0,Pass,1.0,Lauren Bruton,Reading WFC,89.0,62.0,89.0,62.0,Ball Receipt*,1.0,Fara Williams,Reading WFC,90.0,62.0,101.0,55.0,Pass,1.0,Fara Williams,Reading WFC,101.0,55.0,101.0,55.0,Ball Receipt*,1.0,Gemma Suzanne Davison,Reading WFC,101.0,55.0,102.0,56.0,Carry,1.0,Gemma Suzanne Davison,Reading WFC,102.0,56.0,102.0,51.0,Pass,1.0,Gemma Suzanne Davison,Reading WFC,102.0,51.0,102.0,51.0,Ball Receipt*,1.0,Brooke Chaplen,Reading WFC,102.0,51.0,108.0,46.0,Carry,1.0,Brooke Chaplen,Reading WFC,108.0,46.0,114.0,42.0,Shot,0.0,Brooke Chaplen,19727,9285813c-53a0-4382-8049-b865fa5f3644,0.21989562
West Ham United LFC,60.0,17.0,64.0,29.0,Pass,1.0,Kate Longhurst,West Ham United LFC,64.0,29.0,64.0,29.0,Ball Receipt*,1.0,Julia Simic,West Ham United LFC,64.0,29.0,67.0,30.0,Carry,1.0,Julia Simic,West Ham United LFC,67.0,30.0,82.0,42.0,Pass,1.0,Julia Simic,Yeovil Town LFC,83.0,41.0,83.0,41.0,Pressure,1.0,Nicola Cousins,West Ham United LFC,82.0,42.0,82.0,42.0,Ball Receipt*,1.0,Jane Ross,West Ham United LFC,82.0,42.0,85.0,44.0,Carry,1.0,Jane Ross,West Ham United LFC,85.0,44.0,108.0,53.0,Pass,1.0,Jane Ross,Yeovil Town LFC,102.0,52.0,102.0,52.0,Pressure,1.0,Megan Alexander,West Ham United LFC,108.0,53.0,108.0,53.0,Ball Receipt*,1.0,Alisha Lehmann,West Ham United LFC,109.0,54.0,120.0,33.7,Shot,0.0,Alisha Lehmann,19777,9290e5bc-d7a5-4e31-8a11-ae732c25cf2b,0.0753361
Everton LFC,68.0,7.0,68.0,7.0,Ball Receipt*,1.0,Chantelle Boye-Hlorkah,Everton LFC,68.0,7.0,69.0,6.0,Carry,1.0,Chantelle Boye-Hlorkah,Bristol City WFC,67.0,14.0,67.0,14.0,Pressure,1.0,Julie Biesmans,Everton LFC,69.0,6.0,72.0,19.0,Pass,1.0,Chantelle Boye-Hlorkah,Everton LFC,72.0,19.0,72.0,19.0,Ball Receipt*,1.0,Inessa Kaagman,Everton LFC,72.0,19.0,73.0,21.0,Carry,1.0,Inessa Kaagman,Bristol City WFC,83.0,22.0,83.0,22.0,Pressure,1.0,Frankie Brown,Everton LFC,73.0,21.0,106.0,29.0,Pass,1.0,Inessa Kaagman,Bristol City WFC,97.0,32.0,97.0,32.0,Pressure,1.0,Poppy Pattinson,Everton LFC,106.0,29.0,106.0,29.0,Ball Receipt*,1.0,Angharad James,Everton LFC,105.0,25.0,112.0,39.7,Shot,0.0,Angharad James,19774,92dab398-1297-4820-b97d-5a4aace34bd4,0.07731861
Chelsea FCW,91.0,18.0,82.0,35.0,Pass,1.0,So-Yun Ji,Chelsea FCW,82.0,35.0,82.0,35.0,Ball Receipt*,1.0,Sophie Louise Ingle,Chelsea FCW,82.0,35.0,85.0,40.0,Carry,1.0,Sophie Louise Ingle,Chelsea FCW,85.0,40.0,100.0,76.0,Pass,1.0,Sophie Louise Ingle,Chelsea FCW,100.0,76.0,100.0,76.0,Ball Receipt*,1.0,Jessica Carter,Chelsea FCW,100.0,76.0,106.0,76.0,Carry,1.0,Jessica Carter,Chelsea FCW,106.0,76.0,114.0,42.0,Pass,0.0,Jessica Carter,Everton LFC,113.0,41.0,113.0,41.0,Clearance,1.0,Megan Finnigan,Chelsea FCW,91.0,49.0,91.0,49.0,Ball Recovery,1.0,Sophie Louise Ingle,Chelsea FCW,91.0,49.0,90.0,43.0,Carry,1.0,Sophie Louise Ingle,Chelsea FCW,90.0,43.0,120.0,34.2,Shot,0.0,Sophie Louise Ingle,19726,92e3660e-d408-4273-a7b2-fb3cfda4b4e8,0.019694543
Arsenal WFC,107.0,67.0,107.0,67.0,Ball Receipt*,1.0,Kim Little,Arsenal WFC,107.0,67.0,102.0,64.0,Carry,1.0,Kim Little,Yeovil Town LFC,105.0,63.0,105.0,63.0,Pressure,1.0,Emily Syme,Arsenal WFC,102.0,64.0,99.0,50.0,Pass,1.0,Kim Little,Arsenal WFC,99.0,50.0,99.0,50.0,Ball Receipt*,1.0,Dominique Johanna Anna Petrone Janssen,Arsenal WFC,99.0,50.0,99.0,50.0,Carry,1.0,Dominique Johanna Anna Petrone Janssen,Arsenal WFC,99.0,50.0,85.0,51.0,Pass,1.0,Dominique Johanna Anna Petrone Janssen,Arsenal WFC,85.0,51.0,85.0,51.0,Ball Receipt*,1.0,Danielle van de Donk,Arsenal WFC,85.0,51.0,93.0,45.0,Carry,1.0,Danielle van de Donk,Yeovil Town LFC,95.0,48.0,95.0,48.0,Pressure,1.0,Megan Alexander,Arsenal WFC,93.0,45.0,118.0,36.0,Shot,0.0,Danielle van de Donk,19797,92fcb124-1872-4ca2-8b06-84edd62372fc,0.03900052
Liverpool WFC,,,,,Tactical Shift,-1.0,,Liverpool WFC,108.0,1.0,108.0,21.0,Pass,1.0,Leigh-Anne Robe,Liverpool WFC,108.0,21.0,108.0,21.0,Ball Receipt*,1.0,Laura Coombs,Liverpool WFC,109.0,21.0,115.0,20.0,Pass,0.0,Laura Coombs,Liverpool WFC,118.0,14.0,118.0,14.0,Ball Receipt*,0.0,Courtney Sweetman-Kirk,Brighton & Hove Albion WFC,114.0,19.0,101.0,11.0,Pass,0.0,Kirsty Barton,Brighton & Hove Albion WFC,104.0,16.0,104.0,16.0,Ball Receipt*,0.0,Ellie Brazil,Liverpool WFC,102.0,12.0,102.0,21.0,Pass,1.0,Leigh-Anne Robe,Liverpool WFC,102.0,21.0,102.0,21.0,Ball Receipt*,1.0,Laura Coombs,Liverpool WFC,102.0,21.0,100.0,26.0,Carry,1.0,Laura Coombs,Liverpool WFC,100.0,26.0,101.0,28.0,Shot,0.0,Laura Coombs,19780,931c0545-374c-4527-9000-6632da441bed,0.033156574
West Ham United LFC,84.0,71.0,84.0,71.0,Interception,1.0,Julia Simic,West Ham United LFC,84.0,71.0,82.0,70.0,Carry,1.0,Julia Simic,West Ham United LFC,82.0,70.0,103.0,43.0,Pass,1.0,Julia Simic,Arsenal WFC,99.0,37.0,99.0,37.0,Pressure,1.0,Vivianne Miedema,West Ham United LFC,103.0,43.0,103.0,43.0,Ball Receipt*,1.0,Erin Simon,West Ham United LFC,103.0,43.0,102.0,42.0,Carry,1.0,Erin Simon,Arsenal WFC,103.0,43.0,103.0,43.0,Block,1.0,Vivianne Miedema,West Ham United LFC,102.0,42.0,102.0,42.0,Miscontrol,0.0,Erin Simon,Arsenal WFC,105.0,48.0,105.0,48.0,Ball Recovery,1.0,Jordan Nobbs,Arsenal WFC,105.0,48.0,107.0,45.0,Carry,1.0,Jordan Nobbs,Arsenal WFC,107.0,45.0,111.0,42.2,Shot,0.0,Jordan Nobbs,19724,932e70a2-decf-43c7-8e09-d8ca515a841c,0.3355301
